num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,movie_title,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,budget,actor_2_facebook_likes,imdb_score,movie_facebook_likes
300,176,0,561,18000,130127620,American Gangster ,324671,20354,458,100000000,782,7.8,0
94,141,0,618,2000,146282411,True Lies ,190439,4528,351,115000000,1000,7.2,0
267,106,12000,385,18000,65452312,The Taking of Pelham 1 2 3 ,149998,19906,285,100000000,464,6.4,0
180,98,80,708,22000,148383780,Little Fockers ,85531,24082,152,100000000,713,5.5,0
265,116,285,107,12000,119219978,The Other Guys ,189806,20233,316,100000000,8000,6.7,16000
81,115,55,383,1000,101228120,Eraser ,84424,3454,131,100000000,773,6.1,0
765,165,16000,265,29000,162804648,Django Unchained ,955174,40978,1193,100000000,11000,8.5,199000
80,91,21,542,2000,100117603,The Hunchback of Notre Dame ,102933,4842,230,100000000,700,6.9,0
141,78,10,253,558,89296573,The Emperor's New Groove ,128285,2039,297,100000000,452,7.3,0
383,103,165,13000,26000,85017401,The Expendables 2 ,246803,57881,474,92000000,13000,6.7,108000
193,131,226,341,12000,173005002,National Treasure ,255447,13679,692,100000000,625,6.9,0
170,104,14,203,3000,75030163,Eragon ,108076,4487,1690,100000000,762,5.1,0
333,101,0,279,925,77222184,Where the Wild Things Are ,87677,1738,388,100000000,468,6.8,11000
256,111,456,394,20000,34964818,Pan ,39956,21393,186,150000000,548,5.8,24000
203,102,77,120,14000,107515297,Epic ,85833,14552,113,100000000,151,6.7,17000
321,103,207,3000,40000,67631157,The Tourist ,176598,55175,374,100000000,11000,6,25000
174,121,0,595,1000,66862068,End of Days ,89509,3903,524,83000000,1000,5.7,2000
166,143,380,452,29000,57366262,Blood Diamond ,400292,33160,657,100000000,3000,8,14000
606,240,17000,4000,29000,116866727,The Wolf of Wall Street ,780588,46057,1138,100000000,11000,8.2,138000
144,121,541,680,920,184031112,Batman Forever ,190786,2880,539,100000000,710,5.4,0
192,129,719,423,660,54700065,Starship Troopers ,221521,2031,1049,105000000,475,7.2,0
511,172,670,1000,15000,27098580,Cloud Atlas ,284825,22686,828,102000000,5000,7.5,124000
188,101,0,577,2000,55673333,Legend of the Guardians: The Owls of Ga'Hoole ,65785,4286,160,80000000,653,7,16000
212,87,26,566,827,40198710,Catwoman ,87451,3144,660,100000000,825,3.3,0
245,101,420,467,12000,72660029,Hercules ,115687,16235,269,100000000,3000,6,21000
127,95,63,720,23000,38120554,Treasure Planet ,71527,26940,217,140000000,770,7.1,0
167,102,52,526,8000,49392095,Land of the Lost ,52029,10552,224,100000000,735,5.4,0
320,131,385,11000,26000,39292022,The Expendables 3 ,127258,52610,351,90000000,13000,6.1,56000
163,114,19,848,1000,28772222,Point Break ,33953,3962,163,105000000,897,5.3,37000
78,94,6,227,490,17010646,Son of the Mask ,40751,1195,239,84000000,294,2.2,881
289,122,2000,571,26000,24985612,In the Heart of the Sea ,71782,28328,161,100000000,911,7,27000
66,95,31,683,3000,4411102,The Adventures of Pluto Nash ,20295,6161,164,100000000,695,3.8,416
266,115,521,95,13000,35024475,Green Zone ,110364,13761,261,100000000,537,6.9,0
208,88,20,36,144,130174897,The Peanuts Movie ,27918,309,155,99000000,42,7.2,33000
97,110,342,393,623,10200000,The Spanish Prisoner ,18697,1722,263,10000000,508,7.3,578
202,130,208,591,12000,202007640,The Mummy Returns ,248045,15972,890,98000000,3000,6.3,0
233,216,17000,1000,29000,77679638,Gangs of New York ,314033,47657,1166,100000000,14000,7.5,0
136,146,611,28,23000,9213,The Flowers of War ,38690,23240,130,94000000,196,7.6,13000
154,85,9,970,12000,58867694,Surf's Up ,54077,25590,112,100000000,11000,6.8,0
169,93,0,465,11000,59475623,The Stepford Wives ,49739,13748,407,90000000,2000,5.2,0
200,152,0,557,2000,108638745,Black Hawk Down ,292022,4270,1103,92000000,820,7.7,10000
255,85,116,329,8000,86897182,The Campaign ,106790,9271,177,95000000,331,6.2,18000
173,126,0,10000,14000,63540020,The Fifth Element ,343274,39319,742,93000000,13000,7.7,18000
221,146,127,722,962,95328937,Sex and the City 2 ,59581,4555,293,100000000,740,4.3,0
82,89,10,442,2000,50802661,The Road to El Dorado ,58300,3372,139,95000000,919,6.9,0
233,88,20,916,22000,161317423,Ice Age: Continental Drift ,145321,25354,139,95000000,1000,6.6,14000
343,105,0,502,2000,201148159,Cinderella ,103737,4671,322,95000000,520,7,56000
308,135,0,310,873,43982842,The Lovely Bones ,125109,2370,593,65000000,560,6.7,16000
301,100,475,799,1000,380838870,Finding Nemo ,692482,5641,866,94000000,939,8.2,11000
328,192,0,416,5000,377019252,The Lord of the Rings: The Return of the King ,1215718,6434,3189,94000000,857,8.9,16000
294,172,0,857,16000,340478898,The Lord of the Rings: The Two Towers ,1100446,23052,2417,94000000,5000,8.7,10000
175,102,44,766,12000,17176900,Seventh Son ,54501,17098,154,95000000,3000,5.5,16000
199,100,165,240,11000,131144183,Lara Croft: Tomb Raider ,157016,12150,824,115000000,509,5.7,0
355,119,0,968,40000,23014504,Transcendence ,172707,54031,462,100000000,11000,6.3,37000
198,92,394,527,693,181166115,Jurassic Park III ,219501,2574,1236,93000000,595,5.9,0
529,105,81,779,11000,176740650,Rise of the Planet of the Apes ,403836,13118,646,93000000,1000,7.6,47000
198,107,70,330,770,71148699,The Spiderwick Chronicles ,68935,1614,125,90000000,419,6.6,0
412,101,212,476,13000,67344392,A Good Day to Die Hard ,165618,15481,503,92000000,787,5.3,66000
106,137,102,877,2000,22406362,The Alamo ,16832,5780,267,107000000,973,6,701
283,115,663,55,1000,261437578,The Incredibles ,479166,1901,815,92000000,723,8,0
61,124,212,810,1000,11000000,Cutthroat Island ,21102,3611,169,98000000,903,5.6,1000
217,118,0,1000,8000,88761720,Percy Jackson & the Olympians: The Lightning Thief ,141179,14024,419,95000000,3000,5.9,9000
175,98,188,602,10000,250147615,Men in Black ,403014,12998,289,90000000,826,7.3,0
191,82,487,967,15000,245823397,Toy Story 2 ,385871,21275,515,90000000,1000,7.9,0
316,98,12000,1000,18000,81557479,Unstoppable ,149947,25780,326,100000000,3000,6.8,18000
127,90,420,141,191,226138454,Rush Hour 2 ,160440,664,394,90000000,165,6.6,0
185,130,0,568,11000,155370362,What Lies Beneath ,98403,12890,683,100000000,627,6.6,0
191,90,97,56,622,124870275,Cloudy with a Chance of Meatballs ,152601,1227,156,100000000,526,7,0
188,94,107,117,835,196573705,Ice Age: Dawn of the Dinosaurs ,166791,1258,132,90000000,256,7,0
362,114,0,423,3000,58229120,The Secret Life of Walter Mitty ,236421,5095,515,90000000,806,7.3,70000
181,94,368,466,13000,125305545,Charlie's Angels ,145350,15419,643,92000000,1000,5.5,0
352,151,17000,1000,29000,132373442,The Departed ,873649,45648,2054,90000000,13000,8.5,29000
143,88,7,484,2000,120618403,Mulan ,171792,4478,222,90000000,500,7.5,12000
308,121,0,918,21000,110416702,Tropic Thunder ,307539,23484,577,92000000,1000,7,0
517,158,21000,585,18000,102515793,The Girl with the Dragon Tattoo ,330152,20388,632,90000000,1000,7.8,54000
148,128,323,489,13000,100012500,Die Hard with a Vengeance ,299258,14274,346,90000000,559,7.6,0
415,128,0,727,21000,209019489,Sherlock Holmes ,477300,23996,621,90000000,979,7.6,20000
1,141,335,635,11000,,Ben-Hur ,57,13379,1,,745,6.1,0
146,95,21,503,12000,84037039,Atlantis: The Lost Empire ,72591,15237,289,120000000,802,6.8,0
70,92,12,1000,35000,85884815,Alvin and the Chipmunks: The Road Chip ,9418,38450,53,90000000,1000,5,0
269,121,0,919,10000,83077470,Valkyrie ,183247,14165,440,75000000,1000,7.1,0
198,113,221,503,11000,100018837,You Don't Mess with the Zohan ,156348,13446,380,90000000,600,5.5,0
253,106,0,1000,22000,78747585,Pixels ,89770,35367,342,88000000,11000,5.6,39000
281,146,14000,681,3000,78616689,A.I. Artificial Intelligence ,238747,6217,2153,100000000,882,7.1,11000
122,88,50,441,691,75817994,The Haunted Mansion ,32049,2622,179,90000000,569,4.9,988
159,150,0,135,11000,100853835,Contact ,200556,12289,611,90000000,1000,7.4,15000
180,119,719,423,833,73209340,Hollow Man ,101834,2356,628,95000000,624,5.7,0
227,128,521,249,591,72515360,The Interpreter ,86152,2100,411,80000000,249,6.4,0
183,106,87,918,8000,68558662,Percy Jackson: Sea of Monsters ,86627,10882,204,90000000,956,5.9,28000
157,117,101,3000,18000,65653758,Lara Croft Tomb Raider: The Cradle of Life ,102747,33154,316,95000000,11000,5.5,0
196,129,209,886,11000,64685359,Now You See Me 2 ,40862,23031,139,90000000,11000,6.9,15000
64,116,176,84,192,61355436,The Saint ,52136,475,184,68000000,117,6.2,0
142,114,12000,307,11000,26871,Spy Game ,121259,12499,361,92000000,577,7,0
181,114,0,281,3000,60874615,Mission to Mars ,60467,4902,949,90000000,933,5.6,0
240,96,107,350,11000,143618384,Rio ,165333,12071,186,90000000,560,7,19000
93,132,0,957,49000,58220776,Bicentennial Man ,87785,55254,362,100000000,1000,6.8,0
84,104,81,612,3000,47474112,Volcano ,58227,5062,181,90000000,643,5.4,2000
66,111,79,2000,11000,42877165,The Devil's Own ,45602,26088,114,86000000,11000,6.1,979
136,138,0,123,14000,35168677,K-19: The Widowmaker ,49311,15149,278,100000000,602,6.7,0
369,100,128,78,596,56114221,Fantastic Four ,110486,1261,695,120000000,360,4.3,41000
166,129,468,183,919,37567440,Conan the Barbarian ,113065,2024,337,20000000,691,6.9,0
201,144,2000,537,680,61644321,Cinderella Man ,148238,2523,529,88000000,655,8,0
47,110,96,554,887,190562,The Nutcracker in 3D ,2508,2728,24,90000000,886,4.4,788
175,140,378,599,12000,120147445,Seabiscuit ,57661,13808,455,87000000,947,7.3,0
114,113,101,848,22000,241688385,Twister ,144053,26239,395,92000000,946,6.3,0
187,106,357,4000,23000,144512310,The Fast and the Furious ,272223,45327,988,38000000,14000,6.7,14000
221,143,0,272,15000,233630478,Cast Away ,394317,15838,1051,90000000,410,7.7,23000
206,108,750,971,49000,197992827,Happy Feet ,132501,70996,548,100000000,20000,6.5,0
239,108,521,129,13000,176049130,The Bourne Supremacy ,348232,14161,806,75000000,805,7.8,0
142,124,249,936,11000,172620724,Air Force One ,146134,23603,393,85000000,10000,6.4,0
186,116,0,471,11000,183405771,Ocean's Eleven ,402645,13028,845,85000000,1000,7.8,0
228,110,545,5000,14000,20315324,The Three Musketeers ,88542,27694,254,75000000,8000,5.8,19000
256,91,266,11000,12000,148313048,Hotel Transylvania ,164148,37142,168,85000000,11000,7.1,28000
222,107,36,118,283,127706877,Enchanted ,142496,662,399,85000000,142,7.1,0
103,44,,148,544,,Hannibal             ,159910,996,270,,183,8.6,59000
298,115,79,820,18000,126149655,Safe House ,166693,36237,276,85000000,16000,6.8,19000
84,100,36,439,2000,66941559,102 Dalmatians ,26413,4182,77,85000000,795,4.8,372
236,104,420,535,2000,78009155,Tower Heist ,110073,3768,194,75000000,906,6.2,0
157,138,278,213,14000,63224849,The Holiday ,182757,17423,483,85000000,3000,6.9,19000
81,140,12000,619,10000,111544445,Enemy of the State ,188116,11951,415,90000000,660,7.3,0
187,120,278,963,11000,112703470,It's Complicated ,69860,15226,214,85000000,2000,6.6,0
238,122,0,11000,14000,117144465,Ocean's Thirteen ,256928,43499,288,85000000,13000,6.9,0
107,83,28,624,4000,84303558,Open Season ,65270,6081,100,85000000,650,6.2,863
459,139,168,1000,14000,150832203,Divergent ,341058,22226,713,85000000,5000,6.7,49000
187,131,218,29,5000,51396781,Enemy at the Gates ,188887,5103,662,68000000,35,7.6,0
151,104,532,557,12000,47592825,The Rundown ,82731,16930,255,85000000,3000,6.7,0
80,130,323,330,670,50016394,Last Action Hero ,106528,2407,257,70000000,442,6.2,0
229,145,252,210,879,57010853,Memoirs of a Geisha ,119286,2380,548,85000000,691,7.3,0
158,104,681,159,584,62494975,The Fast and the Furious: Tokyo Drift ,179500,1235,378,85000000,227,6,0
190,97,6,561,1000,46440491,Arthur Christmas ,35446,2707,78,100000000,579,7.1,0
98,178,102,551,12000,44606335,Meet Joe Black ,169023,23950,703,90000000,11000,7.1,10000
135,108,99,172,672,40048332,Collateral Damage ,61417,1460,339,85000000,174,5.5,941
84,123,189,87,813,,All That Jazz ,19228,1476,146,,388,7.8,0
382,106,763,809,8000,64933670,Mirror Mirror ,70838,11454,208,85000000,886,5.6,18000
393,112,1000,719,10000,31494270,Scott Pilgrim vs. the World ,273921,12687,522,60000000,1000,7.5,36000
149,135,36,106,894,31111260,The Core ,77029,1439,466,60000000,345,5.4,0
94,109,88,571,611,123307945,Nutty Professor II: The Klumps ,39391,2818,171,65000000,592,4.3,374
138,86,67,271,4000,153288182,Scooby-Doo ,71424,6355,521,84000000,2000,4.9,0
432,95,38,20,409,13401683,Dredd ,203458,578,588,35000000,107,7.1,46000
173,107,153,233,11000,137340146,Click ,246492,12700,685,70000000,1000,6.4,7000
127,130,0,602,875,,Creepshow ,29932,2662,211,8000000,826,6.9,0
91,82,62,615,975,43575716,Cats & Dogs: The Revenge of Kitty Galore ,10233,3326,63,85000000,760,4.3,0
238,88,218,521,17000,80170146,Jumper ,243053,21863,488,85000000,4000,6.1,0
345,120,0,160,3000,75754670,Hellboy II: The Golden Army ,208422,3632,342,85000000,169,7,3000
377,162,21000,495,21000,33048353,Zodiac ,301279,36928,589,65000000,15000,7.7,12000
170,123,55,956,3000,34543701,The 6th Day ,100001,5839,289,82000000,975,5.9,0
191,101,293,1000,11000,242589580,Bruce Almighty ,296904,21276,604,81000000,7000,6.7,0
424,113,13000,5000,26000,102981571,The Expendables ,270226,46355,741,80000000,13000,6.5,57000
154,110,0,898,10000,180965237,Mission: Impossible ,300542,12760,378,80000000,1000,7.1,0
673,142,378,575,34000,407999255,The Hunger Games ,701607,49942,1959,78000000,14000,7.3,140000
383,102,480,461,14000,254455986,The Hangover Part II ,375879,16143,402,80000000,670,6.5,56000
153,126,13000,390,920,162831698,Batman Returns ,215255,2899,610,80000000,811,7,0
166,83,12,925,13000,155019340,Over the Hedge ,127345,22813,250,80000000,7000,6.8,0
180,85,255,443,1000,145771527,Lilo & Stitch ,117212,3112,367,80000000,533,7.2,0
120,97,56,852,12000,82506325,Charlotte's Web ,27838,23907,102,,8000,6.4,0
125,120,75,3000,11000,140459099,Deep Impact ,135601,22750,493,75000000,4000,6.1,0
234,116,23,110,13000,53215979,RED 2 ,125036,25220,205,84000000,12000,6.7,22000
134,113,88,421,11000,158115031,The Longest Yard ,130070,13693,316,82000000,437,6.4,0
91,87,31,733,1000,133103929,Alvin and the Chipmunks: Chipwrecked ,22838,4073,56,75000000,1000,4.4,0
139,101,221,11000,12000,133668525,Grown Ups 2 ,107817,39269,255,80000000,11000,5.4,14000
265,110,88,11000,13000,130313314,Get Smart ,168172,44798,380,80000000,12000,6.5,0
145,128,278,343,18000,124590960,Something's Gotta Give ,91092,22679,402,80000000,4000,6.7,0
490,138,17000,163,29000,127968405,Shutter Island ,786092,29585,964,80000000,223,8.1,53000
141,88,91,982,4000,120136047,Four Christmases ,48500,9913,124,80000000,3000,5.6,0
163,91,77,208,1000,128200012,Robots ,103022,1804,269,75000000,311,6.3,0
155,138,610,805,12000,112225777,Face/Off ,283967,17087,535,80000000,1000,7.3,11000
144,99,163,495,11000,109993847,Bedtime Stories ,72326,12831,116,80000000,869,6.1,0
226,117,0,818,15000,104054514,Road to Perdition ,200359,16828,1009,80000000,1000,7.7,0
204,117,221,503,11000,103028109,Just Go with It ,172878,16325,203,80000000,3000,6.4,19000
95,54,,0,577,,Daredevil             ,213483,581,394,,4,8.8,55000
139,123,165,744,12000,101087161,Con Air ,225282,15362,339,75000000,878,6.8,0
215,118,154,915,3000,101111837,Eagle Eye ,150764,5637,318,80000000,982,6.6,0
198,154,333,16000,22000,95632614,Cold Mountain ,118483,61110,674,79000000,20000,7.2,0
325,118,117,10000,18000,94822707,The Book of Eli ,227072,44797,560,80000000,15000,6.9,20000
53,90,10,159,49000,92969824,Flubber ,63625,50005,64,80000000,570,5.2,0
167,113,101,913,14000,91188905,The Haunting ,58184,17786,805,80000000,960,4.9,0
46,88,30,366,13000,90443603,Space Jam ,112167,15001,123,80000000,967,6.3,0
147,93,189,38,1000,82226474,The Pink Panther ,65499,1267,424,65000000,177,5.6,0
276,104,301,71,18000,79363785,The Day the Earth Stood Still ,139423,22194,698,80000000,4000,5.5,0
80,135,503,67,8000,76081498,Conspiracy Theory ,76099,8355,162,75000000,137,6.7,0
406,134,452,697,11000,85707116,Fury ,303185,20411,701,68000000,8000,7.6,82000
97,98,425,397,11000,74329966,Six Days Seven Nights ,60910,12729,164,70000000,643,5.7,0
143,80,40,375,3000,100169068,Yogi Bear ,16385,4394,100,80000000,642,4.6,0
106,83,21,495,13000,73215310,Spirit: Stallion of the Cimarron ,44143,14261,216,80000000,503,7,4000
178,102,153,269,3000,80360866,Zookeeper ,44662,5392,127,80000000,1000,5.2,0
102,130,81,427,10000,69102910,Lost in Space ,58402,12186,370,80000000,882,5.1,0
209,129,438,502,18000,65948711,The Manchurian Candidate ,86422,20056,363,80000000,1000,6.6,0
19,117,69,87,898,821997,Déjà Vu ,666,1753,40,,577,7,91
152,89,266,859,12000,169692572,Hotel Transylvania 2 ,56501,26839,97,80000000,11000,6.7,16000
31,25,,474,1000,,Bewitched             ,11427,2614,71,,960,7.6,0
129,74,11,62,340,60507228,Fantasia 2000 ,27543,814,186,80000000,243,7.3,607
124,96,25,102,891,56684819,The Time Machine ,103787,1919,615,80000000,639,5.9,3000
35,114,31,372,9000,50628009,Mighty Joe Young ,22955,10731,88,90000000,496,5.6,0
166,99,57,820,20000,69772969,Swordfish ,155532,25942,543,80000000,3000,6.5,0
137,129,258,163,2000,45356386,The Legend of Zorro ,71574,2864,244,75000000,277,5.9,951
121,113,25,129,49000,55350897,What Dreams May Come ,83560,49631,619,85000000,448,7,32000
87,90,65,658,11000,39442871,Little Nicky ,80639,25190,237,80000000,11000,5.3,0
233,118,0,871,13000,37899638,The Brothers Grimm ,98472,27114,492,88000000,13000,5.9,0
132,106,13000,733,20000,37754208,Mars Attacks! ,172217,22590,405,70000000,770,6.3,0
63,81,92,8,23,,Evolution ,979,54,3,,21,6.4,257
95,117,93,904,12000,27779888,The Edge ,55913,14831,182,,1000,6.9,0
258,89,84,1000,13000,38542418,Surrogates ,151424,18132,252,80000000,1000,6.3,0
162,145,79,183,981,34566746,Thirteen Days ,45231,1825,315,80000000,274,7.3,0
61,114,357,366,13000,32885565,Daylight ,53132,25126,101,80000000,10000,5.8,0
113,87,43,210,882,36073232,Walking with Dinosaurs 3D ,8913,1971,66,80000000,396,5.2,0
174,119,64,41,743,21471685,Battlefield Earth ,65464,971,1308,44000000,117,2.4,0
101,91,287,695,3000,20950820,Looney Tunes: Back in Action ,24183,5593,160,80000000,739,5.7,665
205,118,252,30,529,19673424,Nine ,37446,619,232,80000000,48,5.8,0
123,116,503,982,23000,19480739,Timeline ,53057,43887,457,80000000,18000,5.6,0
79,177,0,582,766,17593391,The Postman ,56403,4346,376,80000000,674,6,0
61,97,750,231,1000,18318000,Babe: Pig in the City ,24868,2521,216,80000000,971,5.8,964
202,106,42,612,14000,27356090,The Last Witch Hunter ,58752,16922,117,90000000,788,6,21000
145,106,14,0,2,17473245,Red Planet ,47612,2,348,70000000,0,5.7,995
101,94,0,14,563,15131330,Arthur and the Invisibles ,25843,683,64,86000000,80,6,941
